4	38.64	0	0
3.8	38.46	0	0
3.6	38.15	0	0
3.4	37.79	0	0
3.2	37.38	0	0
3	36.89	0	0
2.8	36.45	0	0
2.6	36.02	0	0
2.4	35.57	0	0
2.2	35.11	0	0
2	34.55	0	0
1.8	34.12	0	0
1.6	33.71	0	0
1.4	33.15	0	0
1.2	32.7	0	0
1	32.02	0	0
0.8	31.19	0	0
0.6	29.9	0	0
0.5	28.81	0	0
0.4	26.92	0	0
0.3	24.83	0	0
0.2	20.69	0	0
0.1	7.06	0	0
0.05	2.23	0	0
